topic,timestamp,title,docs
6,2023-9-14,Thượng tướng Nguyễn Chí Vịnh qua đời - VnExpress,sinh hà_nội lý_lịch chính_thức ghi sinh khai nhập ngũ_tướng nguyễn_chí vịnh quê thừa_thiên_huế gsts chuyên_ngành quan_hệ quốc_tế ủy_viên trung_ương đảng_khóa trai đại_tướng nguyễn_chí_thanh cố chủ_nhiệm tổng_cục_chính_trị_quân_đội_nhân_dân_việt_nam nguyễn_chí_vịnh tốt_nghiệp trường sĩ_quan chỉ_huy kỹ_thuật thông_tin trường_đại_học_thông_tin_liên_lạc quân_hàm trung_úy cán_bộ đặc_cách gửi học_tập liên_xô từ_chối chiến_trường campuchia trung_úy nguyễn_chí_vịnh đoàn tình_báo nhiệm_vụ chiến_trường campuchia trưởng_thành cương_vị công_tác ngành tình_báo quốc_phòng bổ_nhiệm phó tổng_cục trưởng tổng_cục tình_báo quốc_phòng chức tổng_cục trưởng tình_báo quốc_phòng trung_tướng nguyễn_chí_vịnh bổ_nhiệm chức_vụ thứ_trưởng quốc_phòng kiêm tổng_cục trưởng tổng_cục_tình_báo_quốc_phòng kiêm_nhiệm chức_vụ tổng_cục trưởng tổng_cục tình_báo quốc_phòng toàn_tâm trọng_trách thứ_trưởng quốc_phòng phụ_trách đối_ngoại quân_đội_nhân_dân_việt_nam dần mũi chủ_công thế_trận bảo_vệ tổ_quốc thời_bình biện_pháp hòa_bình thượng_tướng nguyễn_chí_vịnh phát_biểu công_khai chính_sách quốc_phòng việt_nam liên_minh liên_kết chống kia căn_cứ_quân_sự việt_nam tham_mưu quân_ủy trung_ương quốc_phòng xây_dựng cảng quốc_tế cam_ranh hoạt_động biểu_tượng chính_sách quốc_phòng việt_nam liên_minh quân_sự chống kia nước_ngoài căn_cứ_quân_sự việt_nam chống vũ_lực đe_dọa hòa_bình quan_hệ quốc_tế thứ_trưởng quốc_phòng vịnh đóng_góp thúc_đẩy đối_ngoại quốc_phòng việt_nam phát_triển cử lực_lượng tham_gia gìn_giữ hòa bình liên_hợp_quốc tổ_chức chuỗi hội_nghị quốc_phòng quân_sự asean công_thức đối_ngoại thành_công hai thắng sâu_sắc tầm quan_hệ láng_giềng biên_giới tướng vịnh tham_mưu quốc_phòng việt_nam bộ_quốc_phòng_trung_quốc tổ_chức thành_công giao_lưu hữu_nghị quốc_phòng biên_giới thứ_trưởng quốc_phòng cơ_chế hợp_tác nâng bộ_trưởng quốc_phòng diễn hằng đột_phá quan_hệ quốc_phòng việt_nam trung_quốc quan_hệ hai thượng_tướng nguyễn_chí_vịnh thường_xuyên lên_tiếng gai_góc nước_lớn tôn_trọng luật_chơi asean buộc việt_nam bắt việt_nam độc_lập tự_chủ giành độc_lập sức vịnh trả_lời vnexpress biển đông quân_đội việt_nam nhà_lãnh_đạo tội đất_nước quân_đội coi biển_đông sống_còn thượng_tướng nguyễn_chí_vịnh dám tướng quân hàm_tướng ghi_nhận công_lao đóng_góp thượng_tướng nguyễn_chí_vịnh_đảng nhà_nước trao_tặng phần_thưởng cao_quý huân_chương quân công_hạng nhì huân_chương chiến_công_hạng nhì huân_chương độc_lập hạng huy_hiệu năm_tuổi đảng thượng_tướng nguyễn_chí_vịnh trao_tặng huân_chương bảo_vệ tổ_quốc_hạng campuchia huân_chương hoàng_gia sahametrei mohaséreivath đại_thập campuchia huân_chương hữu_nghị liên_bang nga huân_chương antonio maceo nhà_nước cộng hòa cuba huân_chương mặt_trời mọc nhật_bản
2,2023-9-14,Vinhomes muốn bàn giao đường ven sông cho TP HCM - VnExpress,nội_dung nêu công_văn công_ty cổ_phần vinhomes chủ đầu_tư gửi ubnd_tp_hcm tiến_hành thủ_tục tiếp_nhận quản_lý tuyến đường tuyến dd đường nội_bộ khu dân_cư vinhomes central_park nằm ven sông_sài_gòn trung_tâm thành_phố liền kề_đoạn tuyến ven sông đầu_tư hoàn_thiện dự_án saigon_pearl_vinhomes bàn_giao tuyến đường tp hcm tuân_thủ trách_nhiệm chủ đầu_tư quyết_định chính_quyền thành_phố chấp_thuận triển_khai dự_án vinhomes central_park khu_phức_hợp_tân_cảng_sài_gòn triển_khai dự_án thành_phố giao_vinhomes thi_công tuyến đường công_viên cây_xanh vườn hoa lập hồ_sơ hoàn_công quản_lý bảo_trì bàn_giao cơ_quan chuyên_ngành chính_quyền thành_phố giao sở ngành rà_soát cung_cấp hồ_sơ pháp_lý khu_vực tính_toán kết_nối giao_thông đồng_bộ đường ven sông_sài_gòn sở tài_nguyên môi_trường dựa pháp_lý đất hai khu dân_cư vinhomes_saigon_pearl quy_định chủ đầu_tư hoàn_chỉnh hệ_thống giao_thông bàn_giao đường ven sông cơ_quan quản_lý hạ_giang
5,2023-9-14,Đà Nẵng giải bài toán ngập úng đô thị - VnExpress,diện_tích tự_nhiên km tỉnh quảng_nam kế nằm ven sông ven biển lý_thuyết đà_nẵng khả_năng ngập kéo_dài mưa chiều_tối mưa mm hai hàng_loạt khu_vực tuyến đường trung_tâm thành_phố lê duẩn_hùng vương_hàm_nghi ngập sâu hàng trăm xe chết máy dọc đường bì_bõm dắt nhà_lãnh_đạo sở xây_dựng sở tài_nguyên môi_trường chuyên_gia quy_hoạch ngập_úng đà_nẵng nguyên_nhân khách_quan mưa triều_cường dâng hệ_thống thoát chỉnh_trang đô_thị đầu_tư chắp_vá đồng_bộ tổng rà_soát ngập_úng khắc_phục ngập_úng mùa mưa lãnh_đạo sở xây_dựng công_ty thoát nước_thải kiểm_tra cửa thu hệ_thống cống thoát mưa ngã tư hoàng_hoa thám_giao lê duẩn_quận_thanh_khê nguyên_nhân ngập_úng chiều_tối võ hà_phó giám_đốc sở xây_dựng ví_điểm ngập hoàng_hoa_thám tương_tự đà_lạt khu_vực vốn địa_hình dọc tuyến đường lê_duẩn hoàng_hoa_thám nâng_cấp cửa thu đứng mưa thoát kịp công_ty thoát nước_thải khu_vực hướng thoát tuyến cống_hoàng hoa_thám ông_ích_khiêm mực cống hoàng_hoa_thám hạ_tầng ngầm cống nguyên_nhân ảnh_hưởng khả_năng thoát trước_mắt sở xây_dựng công_ty cắt cử trực khơi thông thoát vệ_sinh cửa thu khu_vực hoàng_hoa_thám vận_động người_dân vật_dụng che_chắn cửa thu mùa khô cửa thu mùi hôi người_dân chặn thu_gom rác trời mưa võ_tấn_hà ngập_úng nêu sở thống_kê địa_bàn thành_phố thường_xuyên ngập kéo_dài phối_hợp ubnd quận_huyện ban quản_lý dự_án công_ty thoát nước_thải rà_soát toàn_bộ ngập_úng trận mưa nghiên_cứu đề_xuất giải_pháp thoát giải_quyết căn_cơ ngập_úng đô_thị địa_bàn thành_phố hà xây_dựng bản_đồ theo_dõi mưa ngập văn_bản tham_mưu ubnd_tp_đà_nẵng sở xây_dựng đề_xuất thành_phố giao_ban quản_lý dự_án đầu_tư cơ_sở_hạ_tầng ưu_tiên tổ_chức lập quy_hoạch cao_độ thoát mặt phối_hợp tư_vấn xây_dựng bản_đồ ngập_úng hệ_thống cảnh_báo ngập_úng địa_bàn thành_phố võ hà thành_phố phát_triển ứng_dụng công_dân_số danang_smart_city đầu công_ty thoát nước_thải nạo_vét bùn thành_phố thi_công dự_án thoát thường_xuyên ngập kéo_dài đầu_tư dự_án thoát khu_vực quanh sân_bay_bay_quốc_tế cải_tạo tuyến cống thoát khu_vực nội_đô sở xây_dựng giải_pháp trước_mắt hiệu nạo_vét khơi thông dòng_chảy kênh_mương cửa thu dân thoát tối_đa bố_trí nhân_lực thường_xuyên trạm bơm chống ngập tình_huống kịp_thời máy_bơm di_động ngập_úng cục_bộ khu dân_cư thấp_trũng lâu_dài đà_nẵng rà_soát cập_nhật điều_chỉnh kế_hoạch quản_lý phát_triển hệ_thống thoát toàn thành_phố xây_dựng kịch_bản ứng_phó ngập_úng đô_thị tăng_cường chủ_động ứng_phó khắc_phục ngập_úng xảy mưa hà
4,2023-9-14,"Gần 7 tấn cá chết nổi trắng kênh, hồ - VnExpress",cá chết nổi kênh đa_cô phường hòa khánh_nam hồ điều_tiết hòa_phú phường hòa_minh quận_liên_chiểu mưa chiều_tối kênh thoát đa_cô hồ điều_tiết hòa_phú gọi hồ liên_chiểu nối_liền thu_gom nước_thải khu_vực bãi rác khánh_sơn khu dân_cư lê_trọng kênh hòa_mỹ trạm chảy vịnh đà_nẵng kênh_phú_lộc huỳnh_trung_nhân phó giám_đốc công_ty thoát nước_thải đà_nẵng cử hàng chục nhân_viên vớt cá chôn_lấp môi_trường hồ_hòa_phú mẫu phân_tích nguyên_nhân cá chết hồ hòa_phú kênh_đa_cô hôm_nay công_nhân thu_gom cá sót hồi cá chết kênh_đa_cô khối_lượng kg công_ty thoát nước_thải nhận_định nguyên_nhân mưa môi_trường đột_ngột
3,2023-9-14,Rà soát toàn bộ chung cư mini - VnExpress,tối công_điện gửi cục cảnh_sát phòng cháy chữa_cháy cứu nạn cứu_hộ công_an địa_phương bộ_công_an kiểm_tra rà_soát cơ_sở dịch_vụ thuê trọ mật_độ đại_bàn kịp_thời phát_hiện vi_phạm trả_lời báo_chí hiện_trường vụ cháy chung_cư mini tầng ngách phố khương_hạ thanh_xuân bí_thư thành ủy hà_nội đinh_tiến_dũng thành_phố sự_cố nghiêm_trọng bí_thư hà_nội bước_đầu xác_định chung_cư mini cháy sổ_đỏ tòa căn_hộ sổ_đỏ vũ_ngọc vụ trưởng khoa_học công_nghệ môi_trường bộ_xây_dựng bộ_xây_dựng kiểm_tra hiện_trường rà_soát bất_cập thiết_kế chung_cư mini cháy phép xây_dựng chung_cư mini hiện địa_phương kiểm_tra phân_cấp ngọc_anh người_dân phép riêng_lẻ chuyển_đổi công_năng ngăn_thành căn_hộ bộ_xây_dựng nghiên_cứu siết chặt phép xây riêng_lẻ cao_tầng chấn_chỉnh bùi_xuân_thái chuyên_gia hiệp_hội_phòng_cháy_chữa_cháy_và_cứu_hộ_cứu_nạn chung_cư mini ban_đầu phép xây_dựng riêng_lẻ tiêu_chuẩn phòng cháy chữa_cháy lỏng_lẻo chuyển_đổi công_năng thành căn_hộ thuê mật_độ cư_dân đông_đúc hiệp_hội bất_động_sản tp hcm horea kiến_nghị sửa_đổi luật hướng siết lách luật hợp_thức hóa chung_cư mini nhà_nước công_nhận quyền_sở_hữu căn_hộ chủ đầu_tư xây_dựng tràn_lan chung_cư mini thành_phố phá vỡ quy_hoạch phát_triển đô_thị mỹ_quan văn_bản kiến_nghị horea gửi bộ_xây_dựng cảnh_báo chung_cư mini an_toàn phòng cháy chữa_cháy tiện_ích dịch_vụ phục_vụ cư_dân hà_nội chung_cư mini_thường quy_mô tầng nằm xen_kẽ khu mật_độ dân_cư lao_động học_sinh sinh_viên đông_đúc thanh_xuân hoàng_mai bắc liêm_nam liêm sở xây_dựng văn_bản đề_nghị quận_huyện thống_kê số_lượng chung_cư mini địa_bàn quản_lý hà_nội công_bố số_lượng vụ cháy chung_cư mini khương_hạ ghi_nhận thương_vong chết bị_thương vụ cháy trung_tâm thương_mại quốc_tế itc tp_hcm chết bị_thương võ_hải đoàn_loan
2,2023-9-14,"Hơn 16.000 tỷ đồng làm 5,3 km Vành đai 2 TP HCM - VnExpress",kiến_nghị sở giao_thông vận_tải gửi ubnd_tp_hcm hoàn_thiện vành_đai chưa_thể khép_kín đoạn vành_đai_ khu nam thành_phố khái_toán chi_phí đầu_tư tỷ đồng dự_án bao_gồm xây cầu phú_định tơ hầm chui đường kinh_dương vương_cầu_vượt tuyến võ_văn kiệt_nguyễn_văn_linh đường song_hành bối_cảnh ngân_sách trung_hạn bố_trí sở giao_thông vận_tải đề_xuất chia tuyến thành hai giai_đoạn đầu_tư đoạn đường võ_văn_kiệt nguyễn_văn_linh km kinh_phí tỷ đồng đền_bù giải_tỏa đoạn chiếm tỷ xây cầu phù_định tơ cầu_vượt tuyến nguyễn_văn_linh đường song_hành đoạn đường hoàn_thành hướng kết_nối bình_tân nam thành_phố thông_qua cầu_phú_định_trục giúp ùn_tắc quốc_lộ_ năng_lực giao_thương hàng hóa khu_vực hai km đoạn quốc_lộ đường_võ_văn_kiệt ngành giao_thông thành_phố đề_xuất giai_đoạn tổng đầu_tư tỷ đồng kinh_phí giải_phóng mặt_bằng tỷ đồng kinh_phí xây hầm chui đường kinh_dương vương_cầu_vượt đại_lộ_võ_văn_kiệt đường song_hành đoạn đoạn vành_đai tp hcm tp_thủ_đức đoạn km đường phạm_văn_đồng nút giao gò_dưa triển_khai hình_thức bt dang_dở_đoạn tổng chiều km kết_nối cầu phú_hữu đường_phạm_văn_đồng đầu_tư gia_minh
3,2023-9-13,Hai giờ đối mặt với 'giặc lửa' ở chung cư mini - VnExpress,h ngô phó điền_tuổi trực bảo_vệ chung_cư mini ngõ phố khương hạ_quận_thanh_xuân phát_hiện ổ_điện tầng bốc cháy dương_quyết_thắng vợ trần_thị_thanh_hương căn_hộ chốn an_cư gia_đình trẻ thuê trọ hà_nội gia_đình thắng ngủ tiếng hô báo cháy dựng vợ_con dậy quyết_định gái dương_thùy linh_tuổi em_trai dương_khánh_thiện chạy tầng thượng hy_vọng hai đứa trẻ chạy ngạt_khói chờ cảnh_sát cứu gia_đình thắng kéo chạy logia đường thoát chuồng cọp ném chăn ướt mái tôn cạnh thắng ôm chặt gái nhảy tầng tầng gia_đình trung_chủ_động phá lan_can thoát mái tầng hàng_xóm thang thắp hương tầng gia_đình bé huy_minh khăn ướt che miệng mũi chờ cứu_hộ bố kêu cứu phòng mẹ dặn cứu hỏa cửa_sổ gọi bế sợ_hãi bé chăm_sóc trung_tâm nhi_khoa bố_mẹ nằm trung_tâm a_bệnh_viện_bạch_mai phạm_quốc_việt đội sơ_cứu fas_angel h hai xe cứu_thương hiện_trường cứu nạn thắng nhảy tầng chung_cư ôm cánh_tay_trái bó bột tất_tả phòng chăm_sóc bệnh_nhi bệnh_viện_bạch_mai trai gái hành_lang_ngóng gái vợ chấn_thương đốt sống cổ lưng cấp_cứu bệnh_viện_xanh_pôn bố_mẹ anh_em thắng chia bệnh_viện thông_tin cháu gái chục bệnh_viện quỳnh_bố vợ thắng khóc liên_tục cầu_trời cháu tai nạn phạm_chiểu hồng_chiêu
3,2023-9-13,56 người chết trong vụ cháy chung cư mini - VnExpress,tử_vong xác_định danh_tính bị_thương công_an_hà_nội toàn_bộ học_sinh nạn học trường địa_bàn quận_thanh_xuân vụ cháy thương_vong vụ cháy trung_tâm thương_mại quốc_tế itc tp_hcm tử_vong bị_thương chung_cư phép tầng xây tầng cơ_quan_chức_năng chủ nghiêm_quang_minh trú_quận_cầu_giấy sai_phạm giấy_phép xây_dựng ubnd_quận_thanh_xuân xây tầng lửng tum tổng chiều tum_thang diện_tích sàn đặng_hồng_thái_nguyên phó chủ_tịch ubnd_quận_thanh_xuân ký quyết_định phép xây_dựng công_trình hai văn_bản phát_hiện sai_phạm quyết_định cưỡng_chế giao_phường_khương_đình kiểm_tra thái chủ chung_cư mini_nghiêm_quang_minh khởi_tố tạm giam tội vi_phạm quy_định phòng cháy chữa_cháy bộ_luật_hình_sự đám cháy chung_cư ngách phố khương hạ_quận_thanh_xuân xảy h bị_thương cứu_chữa bệnh_viện hà_nội bạch_mai tiếp_nhận nạn_nhân bình_dương quán karaoke bốc cháy thiệt_mạng vụ hỏa_hoạn chung_cư carina tp_hcm thiệt_mạng bị_thương quán karaoke phố trần_thái_tông cầu_giấy bốc cháy tử_vong
1,2023-9-13,Hai cựu phó chủ tịch Thanh Hóa bị xóa tư cách chức vụ - VnExpress,quyết_định kỷ_luật hành_chính thủ_tướng thi_hành kỷ_luật quyền thìn hai quyền thìn ban_bí_thư chức_vụ đảng thủ_tướng cảnh_cáo hai cựu phó chủ_tịch tỉnh thanh_hóa nguyễn_ngọc_hồi nguyễn_đức_quyền mai xuân_liêm phó chủ_tịch tỉnh_thanh_hóa khiển_trách hai ủy ban kiểm_tra trung_ương cảnh_cáo nguyễn_đức_quyền nguyễn_ngọc_hồi ban cán_sự đảng_ubnd_tỉnh_thanh_hóa nhiệm_kỳ mai xuân_liêm khiển_trách đảng_đoàn hđnd_tỉnh_thanh_hóa nhiệm_kỳ hai thủ_tướng xóa tư_cách chức_vụ cựu chủ_tịch phó chủ_tịch tỉnh thanh_hóa nguyễn_đình_xứng vi_phạm công_tác thứ_trưởng giao_thông vận_tải lê anh_tuấn thủ_tướng khiển_trách vi_phạm chức phó chủ_tịch tỉnh_thanh_hóa chính_trị ban_bí_thư ban_thường_vụ_tỉnh_ủy_thanh_hóa nhiệm_kỳ vi_phạm nguyên_tắc tập_trung_dân_chủ quy_định đảng_pháp_luật nhà_nước quy_chế làm_việc ban thường_vụ tỉnh ủy_thanh hóa hai nhiệm_kỳ chủ_trương đầu_tư quy_hoạch điều_chỉnh quy_hoạch dự_án đất tập_đoàn_flc chủ_trương phê_duyệt dự_án đầu_tư công đề_án thành_phố thông_minh vi_phạm quản_lý đất dự_án hạc_thành_tower công_tác cán_bộ lãnh_đạo kê_khai công_khai tài_sản thu_nhập ban_thường_vụ_tỉnh_ủy_thanh_hóa hai nhiệm_kỳ nêu trách_nhiệm buông_lỏng lãnh_đạo chỉ_đạo kiểm_tra giám_sát đảng_đoàn hđnd tỉnh ban cán_sự đảng ubnd tỉnh tổ_chức vi_phạm quy_định đảng_pháp_luật nhà_nước vi_phạm ban_thường_vụ_tỉnh_ủy_thanh_hóa nhiệm_kỳ hậu_quả nghiêm_trọng khắc_phục thiệt_hại nguy_cơ thiệt_hại ngân_sách nhà_nước cán_bộ đảng_viên vi_phạm kỷ_luật hình_sự dư_luận xấu xã_hội uy_tín tổ_chức đảng chính_quyền địa_phương
6,2023-9-13,Hành khách định mang đạn lên máy bay - VnExpress,nam hành_khách sống bắc liêm hà_nội chuyến bay hà_nội pleiku phát_hiện vụ_việc cảng_vụ hàng_không miền bắc an_ninh hàng_không lập biên_bản từ_chối bay hành_khách bàn_giao vụ_việc đồn_công_an_sân_bay_quốc_tế_nội_bài quy_định khu_vực soi_chiếu sảnh_a sân_bay_tân_sơn_nhất nhân_viên an_ninh hàng_không phát_hiện hành_lý xách nam hành_khách viên đạn nguyên hạt nổ lực_lượng an_ninh cách_ly hành_khách vật_phẩm lập biên_bản từ_chối hành_khách chuyến bay tp hcm hà_nội h cảng_hàng_không quốc_tế tân_sơn bàn_giao hành_khách tang_vật đồn công_an cảng_hàng_không quốc_tế
3,2023-9-13,Hà Nội hỗ trợ nạn nhân vụ cháy chung cư mini - VnExpress,thành_phố_hà_nội chiều thông_tin trẻ tử_vong triệu đồng quỹ bảo_trợ trẻ_em thành_phố trẻ bị_thương điều_trị bệnh_viện triệu đồng họp bí_thư thành ủy hà_nội đinh_tiến_dũng nạn_nhân tạm_cư thoát nạn h chung_cư mini tầng nằm ngõ mặt_phố khương_hạ phường khương_đình quận_thanh_xuân bốc cháy dữ_dội họp thường_vụ quốc_hội thứ_trưởng công_an lê_văn_tuyến thiệt_hại vụ cháy nặng_nề chết bị_thương thống_kê bệnh_viện bạch_mai đống đa_hà đông_y hà_nội bưu_điện người_lớn trẻ_em tử_vong nhà_xác bệnh_viện quân_y hà_đông tiếp_nhận thi_thể võ_hải viết_tuân
1,2023-9-13,Kỷ niệm 110 năm ngày sinh Giáo sư Trần Đại Nghĩa - VnExpress,lễ kỷ_niệm tổ_chức tham_dự nguyên lãnh_đạo đảng nhà_nước đại_diện lãnh_đạo bộ_ngành trung_ương tỉnh_thành đồng_bằng_sông_cửu_long cán_bộ người_dân bí_thư tỉnh ủy vĩnh_long bùi_văn_nghiêm dịp tưởng_nhớ tri_ân nhận_thức sâu_sắc cuộc_đời hoạt_động cách_mạng cống_hiến to_lớn giáo_sư viện_sĩ thiếu_tướng anh_hùng lao_động trần_đại_nghĩa kỷ_niệm ngày_sinh khoa_học công_nghệ hoạt_động công_trình hóa toàn_bộ khu lưu_niệm giáo_sư viện_sĩ trần_đại_nghĩa thành_bảo_tàng d trực_tuyến tặng tỉnh_vĩnh_long giáo_sư trần_đại_nghĩa phạm_quang lễ_sinh gia_đình nhà_giáo làng chánh_hiệp tam_bình_tỉnh_vĩnh_long xã hòa_hiệp huyện tam_bình_tỉnh_vĩnh_long hiếu_học tư_chất thông_minh đứng hạng ưu kỳ thi trường đứng đầu hai kỳ thi tú_tài bản_xứ tú_tài_tây phạm_quang lễ pháp du_học pháp_đức làm_việc viện nghiên_cứu máy_bay xưởng chế_tạo máy_bay viện_nghiên_cứu_vũ_khí chủ_tịch hồ chí_minh pháp thương_thuyết phạm_quang_lễ đề_đạt nguyện_vọng phục_vụ đất_nước chủ_tịch hồ chí_minh giao_trọng_trách cục trưởng quân_giới quốc_phòng nhà_khoa_học nền_móng công_nghiệp quốc_phòng non_trẻ việt_nam kiêm giám_đốc nha nghiên_cứu quân_giới bộ_tổng_tư_lệnh_quân_đội chỉ_đạo kỹ_thuật trần đại_nghĩa xưởng quân_giới đóng thái_nguyên chế_tạo thành_công súng bazoka đánh xe_tăng tàu_chiến cộng_sự nghiên_cứu chế_tạo thành_công súng giật_skz sức công_phá bắn pháo_đài kiên_cố trần_đại_nghĩa phong quân_hàm thiếu_tướng phong danh_hiệu anh_hùng lao_động đợt việt_nam đảm_nhiệm chức_vụ phó chủ_nhiệm tổng_cục_hậu_cần phụ_trách kỹ_thuật quốc_phòng lãnh_đạo cán_bộ kỹ_thuật cải_tiến nâng tầm bắn tên_lửa sam ii liên_xô sản_xuất tiêu_diệt siêu pháo_đài bay_b mỹ bầu_trời hà_nội đất_nước thống_nhất thứ_trưởng công_thương chủ_tịch liên_hiệp hội khoa_học kỹ_thuật việt_nam hiệu_trưởng trường đại_học bách_khoa hà_nội đại_biểu quốc_hội khóa ii iii viện_sĩ viện_hàn_lâm khoa_học liên_xô cộng_hòa dân_chủ đức lâm_bệnh qua_đời tp_hcm an_bình
9,2023-9-13,Thủ tướng: Đẩy nhanh việc dùng cát biển làm cao tốc - VnExpress,công_điện tối thủ_tướng phạm_minh giao_thông vận_tải tài_nguyên môi_trường xây_dựng nông_nghiệp phát_triển nông_thôn khoa_học công_nghệ phối_hợp đẩy tiến_độ cát biển san dự_án tài_nguyên môi_trường nhiệm_vụ tác_động môi_trường cát biển đắp cao_tốc xác_định cát biển hướng_dẫn thăm_dò khai_thác hồi giao_thông vận_tải thí_điểm mẫu cát biển trà_vinh sóc_trăng xây cao_tốc thí_điểm cát biển tuyến đt dự_án thành_phần hậu_giang cà_mau_bộ giao_thông vận_tải khảo_sát trữ_lượng cát biển tỉnh_trà_vinh phép khai_thác mỏ triệu công_suất khai_thác triệu mỏ quy_hoạch trữ_lượng mỏ sóc trăng_quy_mô tỷ nằm bờ biển km hai mỏ trà_vinh triệu miền tây hai dự_án cao_tốc châu_đốc thơ sóc_trăng thơ cà_mau triệu cát song vật_liệu đáp_ứng thủ_tướng giao_bộ_giao_thông_vận_tải ban_hành quy_chuẩn thiết_kế cao_tốc căn_cứ xác_định suất đầu_tư huy_động vốn quy_chuẩn tham_khảo kinh_nghiệm quốc_tế thực_tiễn dự_án việt_nam ý_kiến nhà_khoa_học quy_định làn mặt_cắt ngang dải_phân_cách tốc_độ thiết_kế trạm dừng nghỉ nguyên_tắc xây nút giao_cắt đường gom
3,2023-9-13,Thủ tướng thị sát hiện trường vụ cháy chung cư mini - VnExpress,thủ_tướng phạm_minh_chính phó chủ_tịch quốc_hội trần_quang_phương thứ_trưởng công_an nguyễn_văn_long sâu hiện_trường vụ cháy phút thị_sát hiện_trường thủ_tướng bệnh_viện_bạch_mai thăm_hỏi nạn_nhân nằm ngõ phố_khương_hạ tòa chung_cư cháy thiết_kế kiểu ống lối cửa chữa_cháy cứu_hộ
5,2023-9-13,Bình Chánh muốn mở phố đêm ở khu dân cư Trung Sơn - VnExpress,thông_tin tờ_trình bình_chánh kiến_nghị ubnd tp hcm tổ_chức phố_đêm_trung_sơn phục_vụ cộng_đồng phát_triển du_lịch khu dân_cư trung_sơn xã bình_hưng giáp kết_nối huyện nhà_bè huyện cần_giuộc long_an tỉnh tây_nam_bộ phố đêm triển_khai đường khu dân_cư trung_sơn giai_đoạn đầu giáp đường đường a giai_đoạn kéo_dài giáp đường đường_số_ tp hcm phố đêm hai phố bùi_viện nguyễn_huệ phố ẩm_thực hồ thị_kỷ kỳ_đài quang_trung vĩnh_khánh hậu_giang nguyễn_thượng_hiền quận_ lê_tuyết
1,2023-9-13,Nghiên cứu nộp phạt vi phạm giao thông trên VNeID - VnExpress,nghị_quyết phiên họp chính_phủ thường_kỳ chính_phủ giao_bộ giao_thông vận_tải nghiên_cứu nộp phạt vi_phạm giao_thông thẩm_quyền thanh_tra giao_thông vneid_bộ công_an hoàn_thiện ứng_dụng vneid_tích_hợp tiện_ích quản_lý xã_hội ứng_dụng phục_vụ người_dân doanh_nghiệp thủ_tục hành_chính môi_trường điện_tử cục cảnh_sát giao_thông bộ_công_an thử_nghiệm kết_nối cơ_sở_dữ_liệu quốc_gia dân_cư cơ_sở_dữ_liệu vi_phạm hành_chính nộp phạt vi_phạm giao_thông ứng_dụng vneid người_dân kênh trực_tuyến
3,2023-9-13,Thứ trưởng Công an: Thiệt hại vụ cháy chung cư mini rất nặng nề - VnExpress,lãnh_đạo báo_cáo chủ_tịch quốc_hội thủ_tướng thường_trực ban_bí_thư tuyến thông_tin phiên làm_việc ủy_ban_thường_vụ_quốc_hội thứ_trưởng công_an báo lãnh_đạo hiện_trường chỉ_đạo công_an_hà_nội nhanh_chóng dập tắt đám cháy cứu nạn vụ cháy bùng_phát h ngách phố khương_hạ phường_khương_đình nhà_chức_trách thanh_xuân tp_hà_nội cứu sống cấp_cứu tuyến bộ_công_an quyết_liệt kiểm_tra công_tác phòng cháy cơ_sở kinh_doanh cơ_quan doanh_nghiệp cơ_sở khắc_phục vướng tiêu_chuẩn phòng cháy chữa_cháy bộ_xây_dựng ban_hành công_an bàn xây_dựng tháo_gỡ tuyến trưởng ban công_tác đại_biểu nguyễn_thị_thanh bày_tỏ lo_ngại tám đầu xảy vụ cháy chết vụ gia_đình chủ_trương biện_pháp phòng_chống cháy nổ ban_hành kết_quả tương_xứng xảy liên_tiếp dư_luận chỉ_đạo nêu cháy nêu quan_điểm đại_diện chính_phủ hiện_bộ_công_an xây_dựng phối_hợp bộ_ngành địa_phương tháo_gỡ sản_xuất kinh_doanh
3,2023-9-13,Hiện trường vụ cháy chung cư mini ở Hà Nội - VnExpress,lửa bùng_phát h chung_cư mini tầng ngách phố khương hạ_phường_khương_đình h quận_thanh_xuân thông_báo lực_lượng chức_năng cứu nằm viện cơ_quan_chức_năng thống_kê thiệt_mạng ghi_nhận bệnh_viện bạch_mai đống đa_hà đông bưu_điện đại_học_y_hà_nội tử_vong ngoại_viện nhà_xác bệnh_viện_quân_y_ tiếp_nhận thi_thể
